,09062023_Mehta_GR10000524_DDRC_Sample4_561_cirrhotic_output,09062023_Mehta_GR10000524_DDRC_Sample9_0206_HCC_output
09062023_Mehta_GR10000524_DDRC_Sample4_561_cirrhotic_output,1.0000000000000002,0.9961187262600126
09062023_Mehta_GR10000524_DDRC_Sample9_0206_HCC_output,0.9961187262600126,1.0000000000000002
