,09062023_Mehta_GR10000524_DDRC_Sample4_561_cirrhotic_output_truncated,09062023_Mehta_GR10000524_DDRC_Sample9_0206_HCC_output_truncated
09062023_Mehta_GR10000524_DDRC_Sample4_561_cirrhotic_output_truncated,0.9999999999999991,0.9998722041519603
09062023_Mehta_GR10000524_DDRC_Sample9_0206_HCC_output_truncated,0.9998722041519603,1.0000000000000002
